Customer ID,Recency,Frequency,Monetary,Avg_Days_Stay,Avg_Rooms,Avg_Hotel_Rating,Avg_Profit,Cluster
ID09661,518,1,137,2.0,3.0,4.3,0.24,2
ID09662,518,1,168,1.0,3.0,4.3,0.2,3
ID09663,518,1,214,2.0,2.0,4.3,0.2,0
ID09664,518,1,124,3.0,3.0,4.4,0.13,1
ID09665,518,1,414,7.0,1.0,4.7,0.25,0
ID09666,518,1,239,1.0,4.0,3.8,0.22,2
ID09667,517,1,404,1.0,3.0,4.5,0.14,3
ID09668,517,1,244,1.0,3.0,4.4,0.24,3
ID09669,517,1,46,1.0,2.0,4.3,0.24,2
ID09670,516,1,51,3.0,1.0,3.9,0.3,2
ID09671,516,1,79,1.0,2.0,4.1,0.22,2
ID09672,516,1,275,3.0,2.0,4.3,0.25,0
ID09673,516,1,324,2.0,4.0,4.6,0.16,3
ID09674,515,1,388,8.0,3.0,4.6,0.17,3
ID09675,515,1,195,3.0,3.0,4.6,0.1,1
ID09676,515,1,295,1.0,4.0,4.6,0.1,3
ID09677,515,1,181,7.0,4.0,4.2,0.19,3
ID09678,515,1,318,3.0,3.0,4.2,0.11,3
ID09679,514,1,175,1.0,2.0,4.4,0.13,1
ID09680,514,1,401,3.0,3.0,4.6,0.21,3
ID09681,514,1,83,9.0,1.0,3.8,0.22,2
ID09682,514,1,434,2.0,2.0,4.5,0.14,0
ID09683,513,1,172,16.0,3.0,3.8,0.22,2
ID09684,513,1,56,2.0,1.0,4.4,0.1,1
ID09685,513,1,255,1.0,4.0,4.2,0.25,3
ID09686,512,1,71,1.0,4.0,4.2,0.23,2
ID09687,512,1,184,1.0,3.0,4.4,0.13,1
ID09688,512,1,412,7.0,2.0,4.5,0.17,0
ID09689,512,1,270,3.0,1.0,4.3,0.24,0
ID09690,511,1,255,3.0,1.0,4.6,0.1,0
ID09691,511,1,48,1.0,3.0,4.1,0.22,2
ID09692,511,1,268,1.0,3.0,3.8,0.25,2
ID09693,511,1,228,1.0,2.0,3.9,0.3,2
ID09694,510,1,371,1.0,3.0,4.7,0.25,3
ID09695,510,1,371,7.0,1.0,4.7,0.25,0
ID09696,510,1,205,1.0,3.0,3.8,0.22,2
ID09697,510,1,110,1.0,2.0,4.6,0.16,1
ID09698,510,1,41,7.0,1.0,3.3,0.28,2
ID09699,510,1,202,1.0,2.0,4.3,0.24,0
ID09700,509,1,289,9.0,2.0,4.5,0.22,0
ID09701,509,1,285,1.0,1.0,4.5,0.11,0
ID09702,509,1,362,1.0,1.0,4.7,0.25,0
ID09703,509,1,404,1.0,1.0,4.5,0.14,0
ID09704,508,1,388,1.0,1.0,4.6,0.14,0
ID09705,508,1,329,7.0,1.0,4.2,0.13,0
ID09706,508,1,328,1.0,4.0,4.5,0.11,3
ID09707,508,1,462,1.0,3.0,4.5,0.17,3
ID09708,508,1,94,1.0,4.0,3.3,0.28,2
ID09709,508,1,356,6.0,4.0,4.4,0.14,3
ID09710,507,1,316,4.0,4.0,4.2,0.13,3
ID09711,507,1,427,1.0,2.0,4.6,0.1,0
ID09712,506,1,388,1.0,1.0,4.6,0.17,0
ID09713,506,1,77,1.0,1.0,4.5,0.13,1
ID09714,506,1,283,1.0,3.0,4.4,0.14,3
ID09715,506,1,74,4.0,1.0,4.3,0.24,2
ID09716,506,1,362,4.0,2.0,4.7,0.25,0
ID09717,505,1,318,1.0,4.0,4.3,0.25,3
ID09718,505,1,283,1.0,4.0,4.6,0.16,3
ID09719,505,1,48,1.0,3.0,4.1,0.13,1
ID09720,504,1,117,3.0,1.0,4.4,0.1,1
ID09721,504,1,273,1.0,4.0,4.3,0.23,3
ID09722,503,1,456,1.0,3.0,4.6,0.18,3
ID09723,503,1,257,1.0,2.0,4.4,0.13,0
ID09724,503,1,120,3.0,2.0,4.3,0.24,2
ID09725,502,1,240,1.0,4.0,4.2,0.1,3
ID09726,502,1,180,1.0,1.0,4.2,0.11,1
ID09727,502,1,382,3.0,1.0,4.5,0.14,0
ID09728,502,1,209,7.0,2.0,3.8,0.22,2
ID09729,502,1,94,1.0,2.0,4.4,0.1,1
ID09730,501,1,180,1.0,3.0,3.8,0.22,2
ID09731,501,1,124,1.0,3.0,4.3,0.2,3
ID09732,501,1,275,3.0,3.0,4.3,0.25,3
ID09733,500,1,153,2.0,3.0,4.3,0.2,3
ID09734,500,1,237,1.0,3.0,4.5,0.13,3
ID09735,500,1,104,3.0,1.0,4.2,0.23,2
ID09736,500,1,151,1.0,2.0,4.3,0.2,1
ID09737,500,1,254,7.0,4.0,4.2,0.19,3
ID09738,500,1,234,1.0,4.0,4.3,0.24,3
ID09739,499,1,298,1.0,1.0,4.4,0.24,0
ID09740,499,1,318,1.0,1.0,4.2,0.13,0
ID09741,499,1,271,7.0,3.0,3.9,0.3,2
ID09742,499,1,303,4.0,1.0,4.3,0.23,0
ID09743,498,1,69,1.0,1.0,3.8,0.22,2
ID09744,498,1,384,1.0,3.0,4.7,0.25,3
ID09745,498,1,54,1.0,2.0,4.1,0.22,2
ID09746,498,1,189,1.0,3.0,4.3,0.24,3
ID09747,498,1,288,1.0,3.0,4.2,0.11,3
ID09748,497,1,304,3.0,1.0,4.6,0.16,0
ID09749,497,1,119,3.0,1.0,4.1,0.22,2
ID09750,497,1,329,1.0,3.0,4.2,0.13,3
ID09751,496,1,96,3.0,2.0,4.4,0.1,1
ID09752,496,1,64,3.0,1.0,3.8,0.25,2
ID09753,496,1,105,7.0,4.0,3.9,0.3,2
ID09754,495,1,95,1.0,3.0,4.2,0.23,2
ID09755,494,1,277,2.0,1.0,4.2,0.11,0
ID09756,494,1,283,1.0,2.0,4.4,0.14,0
ID09757,494,1,329,7.0,4.0,4.2,0.13,3
ID09758,494,1,443,1.0,3.0,4.5,0.2,3
ID09759,493,1,254,7.0,2.0,4.4,0.22,0
ID09760,493,1,380,7.0,3.0,4.6,0.21,3
ID09761,493,1,397,8.0,3.0,4.2,0.24,3
ID09762,493,1,81,3.0,3.0,3.8,0.22,2
ID09763,493,1,84,1.0,1.0,3.8,0.25,2
ID09764,493,1,408,1.0,3.0,4.6,0.14,3
ID09765,492,1,380,7.0,3.0,4.6,0.21,3
ID09766,492,1,76,1.0,2.0,4.1,0.15,1
ID09767,492,1,217,9.0,1.0,4.2,0.1,1
ID09768,492,1,391,2.0,1.0,4.5,0.14,0
ID09769,492,1,348,2.0,2.0,4.3,0.25,0
ID09770,492,1,157,2.0,1.0,4.5,0.13,1
ID09771,491,1,50,2.0,1.0,4.4,0.1,1
ID09772,491,1,304,7.0,3.0,4.4,0.14,3
ID09773,491,1,70,1.0,1.0,4.2,0.11,1
ID09774,491,1,261,1.0,2.0,3.9,0.3,2
ID09775,490,1,355,9.0,1.0,4.4,0.22,0
ID09776,490,1,414,3.0,1.0,4.7,0.25,0
ID09777,489,1,331,4.0,1.0,4.6,0.1,0
ID09778,489,1,328,1.0,3.0,4.5,0.11,3
ID09779,489,1,209,1.0,3.0,3.8,0.22,2
ID09780,489,1,114,2.0,3.0,4.3,0.24,2
ID09781,489,1,391,1.0,1.0,4.5,0.14,0
ID09782,489,1,84,1.0,3.0,4.4,0.13,1
ID09783,488,1,326,1.0,3.0,4.4,0.14,3
ID09784,488,1,318,1.0,1.0,4.2,0.13,0
ID09785,488,1,307,1.0,3.0,4.6,0.14,3
ID09786,488,1,410,1.0,4.0,4.5,0.17,3
ID09787,488,1,140,3.0,2.0,4.2,0.1,1
ID09788,488,1,289,2.0,2.0,4.5,0.22,0
ID09789,488,1,476,1.0,2.0,4.6,0.18,0
ID09790,487,1,49,1.0,1.0,3.8,0.25,2
ID09791,487,1,408,9.0,3.0,4.6,0.14,3
ID09792,486,1,505,3.0,1.0,4.2,0.2,0
ID09793,486,1,42,7.0,3.0,4.1,0.16,1
ID09794,486,1,319,2.0,4.0,4.5,0.22,3
ID09795,485,1,272,1.0,3.0,3.7,0.3,2
ID09796,485,1,278,1.0,1.0,4.5,0.22,0
ID09797,485,1,355,1.0,1.0,4.6,0.16,0
ID09798,485,1,37,7.0,3.0,4.3,0.24,2
ID09799,485,1,505,1.0,3.0,4.2,0.2,3
ID09800,485,1,535,4.0,4.0,4.2,0.2,3
ID09801,485,1,73,1.0,3.0,3.3,0.28,2
ID09802,484,1,326,1.0,4.0,4.4,0.14,3
ID09803,484,1,111,1.0,2.0,4.3,0.23,2
ID09804,484,1,226,9.0,4.0,4.2,0.19,3
ID09805,484,1,412,1.0,4.0,4.5,0.17,3
ID09806,484,1,138,3.0,2.0,4.1,0.15,1
ID09807,483,1,130,1.0,3.0,4.2,0.23,2
ID09808,483,1,285,1.0,1.0,4.5,0.11,0
ID09809,483,1,150,6.0,2.0,4.3,0.2,1
ID09810,483,1,263,5.0,2.0,4.4,0.22,0
ID09811,483,1,113,3.0,1.0,4.4,0.13,1
ID09812,483,1,187,1.0,3.0,4.2,0.25,2
ID09813,482,1,49,3.0,2.0,4.2,0.23,2
ID09814,482,1,95,1.0,2.0,4.2,0.1,1
ID09815,482,1,412,3.0,2.0,4.5,0.17,0
ID09816,482,1,60,3.0,1.0,3.8,0.25,2
ID09817,482,1,366,1.0,2.0,4.4,0.22,0
ID09818,482,1,155,3.0,1.0,4.5,0.13,1
ID09819,482,1,421,1.0,2.0,4.6,0.21,0
ID09820,482,1,51,4.0,1.0,4.2,0.1,1
ID09821,481,1,326,2.0,2.0,4.4,0.14,0
ID09822,481,1,206,7.0,1.0,4.2,0.11,1
ID09823,480,1,456,1.0,3.0,4.6,0.18,3
ID09824,480,1,95,3.0,3.0,4.6,0.1,1
ID09825,479,1,388,4.0,1.0,4.6,0.14,0
ID09826,479,1,43,2.0,1.0,4.1,0.15,1
ID09827,478,1,48,1.0,3.0,3.8,0.22,2
ID09828,478,1,125,1.0,3.0,4.3,0.2,3
ID09829,478,1,134,1.0,1.0,4.2,0.19,1
ID09830,478,1,122,1.0,4.0,4.2,0.1,1
ID09831,478,1,476,3.0,1.0,4.6,0.18,0
ID09832,477,1,231,2.0,3.0,3.8,0.25,2
ID09833,476,1,211,1.0,3.0,3.3,0.28,2
ID09834,476,1,42,1.0,1.0,4.4,0.13,1
ID09835,476,1,42,8.0,1.0,3.8,0.22,2
ID09836,475,1,353,6.0,3.0,4.6,0.16,3
ID09837,474,1,412,1.0,2.0,4.5,0.17,0
ID09838,474,1,418,3.0,2.0,4.6,0.17,0
ID09839,473,1,397,1.0,1.0,4.2,0.24,0
ID09840,473,1,112,1.0,3.0,4.4,0.22,3
ID09841,473,1,211,3.0,2.0,4.2,0.23,2
ID09842,473,1,421,1.0,3.0,4.6,0.21,3
ID09843,472,1,413,5.0,1.0,4.5,0.2,0
ID09844,472,1,402,1.0,1.0,4.5,0.2,0
ID09845,472,1,251,1.0,4.0,4.2,0.25,3
ID09846,472,1,216,3.0,3.0,4.2,0.25,3
ID09847,472,1,76,6.0,3.0,4.1,0.13,1
ID09848,471,1,421,1.0,3.0,4.5,0.17,3
ID09849,471,1,94,1.0,2.0,4.4,0.1,1
ID09850,471,1,68,7.0,4.0,3.7,0.3,2
ID09851,470,1,366,5.0,4.0,4.4,0.22,3
ID09852,470,1,505,3.0,3.0,4.2,0.2,3
ID09853,469,1,268,4.0,3.0,3.8,0.25,2
ID09854,469,1,138,1.0,3.0,3.9,0.3,2
ID09855,469,1,110,3.0,3.0,4.5,0.15,1
ID09856,469,1,38,1.0,1.0,4.3,0.2,1
ID09857,469,1,421,3.0,1.0,4.6,0.21,0
ID09858,469,1,99,5.0,1.0,4.1,0.15,1
ID09859,469,1,414,4.0,3.0,4.7,0.25,3
ID09860,468,1,412,1.0,2.0,4.5,0.17,0
ID09861,467,1,353,1.0,2.0,4.4,0.22,0
ID09862,467,1,85,2.0,2.0,4.1,0.22,2
ID09863,466,1,492,1.0,1.0,4.2,0.2,0
ID09864,466,1,492,3.0,4.0,4.2,0.2,3
ID09865,466,1,81,1.0,4.0,4.2,0.19,3
ID09866,465,1,47,4.0,1.0,4.3,0.2,1
ID09867,465,1,315,1.0,1.0,4.4,0.14,0
ID09868,465,1,126,3.0,1.0,4.1,0.15,1
ID09869,465,1,304,7.0,2.0,4.6,0.16,0
ID09870,465,1,397,3.0,2.0,4.2,0.24,0
ID09871,465,1,384,1.0,2.0,4.7,0.25,0
ID09872,464,1,79,1.0,4.0,4.3,0.2,3
ID09873,464,1,483,7.0,3.0,4.2,0.2,3
ID09874,464,1,366,1.0,1.0,4.4,0.22,0
ID09875,463,1,217,8.0,4.0,4.4,0.1,3
ID09876,463,1,371,5.0,3.0,4.7,0.25,3
ID09877,463,1,139,1.0,1.0,4.3,0.14,1
ID09878,461,1,73,2.0,2.0,4.3,0.2,1
ID09879,461,1,254,8.0,2.0,3.8,0.22,2
ID09880,460,1,267,7.0,3.0,4.3,0.14,3
ID09881,460,1,307,1.0,3.0,4.3,0.25,3
ID09882,459,1,45,8.0,1.0,4.4,0.13,1
ID09883,459,1,186,7.0,2.0,4.2,0.19,1
ID09884,459,1,53,3.0,3.0,4.5,0.15,1
ID09885,458,1,494,1.0,2.0,4.2,0.2,0
ID09886,458,1,261,7.0,1.0,3.3,0.28,2
ID09887,458,1,130,1.0,1.0,4.3,0.2,1
ID09888,458,1,381,4.0,2.0,4.5,0.2,0
ID09889,458,1,107,1.0,2.0,3.9,0.3,2
ID09890,458,1,181,3.0,1.0,4.3,0.24,0
ID09891,457,1,41,1.0,3.0,4.4,0.22,1
ID09892,457,1,256,3.0,1.0,4.3,0.24,0
ID09893,456,1,245,1.0,2.0,4.5,0.15,0
ID09894,456,1,54,2.0,2.0,3.7,0.3,2
ID09895,456,1,143,1.0,1.0,4.5,0.13,1
ID09896,456,1,240,1.0,4.0,4.1,0.22,3
ID09897,455,1,286,1.0,1.0,4.6,0.14,0
ID09898,455,1,353,7.0,1.0,4.4,0.22,0
ID09899,455,1,304,2.0,3.0,4.6,0.16,3
ID09900,455,1,129,1.0,2.0,4.2,0.19,1
ID09901,455,1,197,3.0,1.0,4.1,0.22,2
ID09902,455,1,144,7.0,3.0,4.5,0.15,1
ID09903,454,1,53,9.0,1.0,4.1,0.15,1
ID09904,454,1,316,1.0,3.0,4.2,0.13,3
ID09905,454,1,137,7.0,2.0,4.4,0.13,1
ID09906,454,1,159,1.0,2.0,4.1,0.16,1
ID09907,453,1,421,1.0,2.0,4.5,0.17,0
ID09908,453,1,393,7.0,1.0,4.5,0.2,0
ID09909,453,1,388,6.0,1.0,4.6,0.14,0
ID09910,453,1,393,3.0,2.0,4.5,0.2,0
ID09911,453,1,155,2.0,3.0,4.3,0.24,3
ID09912,453,1,413,1.0,4.0,4.5,0.2,3
ID09913,453,1,102,5.0,3.0,3.9,0.3,2
ID09914,452,1,304,3.0,2.0,4.6,0.16,0
ID09915,452,1,94,7.0,3.0,4.2,0.19,1
ID09916,451,1,93,3.0,1.0,3.3,0.28,2
ID09917,450,1,307,7.0,1.0,4.3,0.25,0
ID09918,450,1,62,1.0,3.0,4.1,0.15,1
ID09919,450,1,366,8.0,3.0,4.6,0.16,3
ID09920,450,1,358,1.0,3.0,4.5,0.11,3
ID09921,450,1,303,3.0,4.0,4.3,0.23,3
ID09922,449,1,267,1.0,1.0,4.1,0.13,0
ID09923,449,1,233,1.0,2.0,4.3,0.2,0
ID09924,449,1,408,3.0,1.0,4.6,0.14,0
ID09925,449,1,324,1.0,3.0,4.6,0.16,3
ID09926,449,1,259,2.0,3.0,4.3,0.24,3
ID09927,449,1,303,1.0,3.0,4.3,0.23,3
ID09928,448,1,421,1.0,2.0,4.5,0.17,0
ID09929,448,1,287,1.0,2.0,4.4,0.24,0
ID09930,447,1,446,4.0,4.0,4.6,0.18,3
ID09931,447,1,435,1.0,2.0,4.6,0.18,0
ID09932,447,1,234,1.0,1.0,4.3,0.14,0
ID09933,447,1,235,1.0,1.0,4.1,0.22,0
ID09934,447,1,222,1.0,1.0,3.3,0.28,2
ID09935,447,1,438,4.0,1.0,4.6,0.14,0
ID09936,446,1,275,5.0,2.0,4.3,0.25,0
ID09937,446,1,271,1.0,3.0,3.8,0.22,2
ID09938,445,1,317,3.0,4.0,4.5,0.11,3
ID09939,445,1,227,4.0,1.0,4.6,0.1,1
ID09940,445,1,161,9.0,4.0,4.2,0.1,1
ID09941,445,1,349,3.0,4.0,4.2,0.19,3
ID09942,445,1,462,3.0,1.0,4.5,0.17,0
ID09943,444,1,421,6.0,3.0,4.5,0.17,3
ID09944,444,1,278,1.0,3.0,4.5,0.22,3
ID09945,444,1,492,3.0,2.0,4.2,0.2,0
ID09946,444,1,204,3.0,3.0,4.3,0.23,3
ID09947,444,1,275,3.0,1.0,4.3,0.25,0
ID09948,444,1,66,8.0,2.0,4.1,0.22,2
ID09949,444,1,60,9.0,4.0,3.7,0.3,2
ID09950,443,1,211,3.0,2.0,4.5,0.15,1
ID09951,443,1,179,1.0,2.0,3.8,0.22,2
ID09952,443,1,397,3.0,1.0,4.6,0.14,0
ID09953,443,1,47,3.0,3.0,3.8,0.25,2
ID09954,443,1,48,1.0,3.0,4.2,0.11,1
ID09955,443,1,387,7.0,3.0,4.2,0.24,3
ID09956,443,1,160,1.0,4.0,4.4,0.1,3
ID09957,442,1,316,1.0,3.0,4.4,0.14,3
ID09958,442,1,106,8.0,1.0,4.5,0.13,1
ID09959,442,1,93,1.0,2.0,4.1,0.22,2
ID09960,442,1,46,1.0,3.0,3.3,0.28,2
ID09961,442,1,48,2.0,4.0,4.4,0.24,3
ID09962,442,1,151,6.0,4.0,3.8,0.22,2
ID09963,442,1,306,9.0,3.0,4.5,0.11,3
ID09964,442,1,294,7.0,1.0,4.6,0.16,0
ID09965,442,1,74,2.0,1.0,4.3,0.2,1
ID09966,441,1,413,1.0,3.0,4.5,0.2,3
ID09967,441,1,391,1.0,1.0,4.6,0.21,0
ID09968,441,1,371,1.0,2.0,4.7,0.25,0
ID09969,441,1,271,9.0,4.0,4.2,0.23,3
ID09970,441,1,120,1.0,2.0,4.2,0.23,2
ID09971,440,1,377,1.0,4.0,4.6,0.17,3
ID09972,440,1,247,9.0,1.0,4.3,0.2,0
ID09973,440,1,54,4.0,4.0,3.3,0.28,2
ID09974,440,1,206,1.0,1.0,4.5,0.13,0
ID09975,440,1,196,7.0,1.0,4.3,0.24,0
ID09976,440,1,165,3.0,2.0,4.5,0.13,1
ID09977,440,1,176,4.0,2.0,3.8,0.25,2
ID09978,439,1,101,1.0,2.0,4.4,0.22,1
ID09979,439,1,255,1.0,1.0,3.7,0.3,2
ID09980,439,1,53,1.0,3.0,4.1,0.13,1
ID09981,439,1,273,7.0,3.0,4.3,0.23,3
ID09982,439,1,116,3.0,4.0,4.5,0.13,3
ID09983,438,1,253,3.0,1.0,3.3,0.28,2
ID09984,438,1,252,7.0,1.0,4.5,0.22,0
ID09985,438,1,94,7.0,3.0,4.3,0.2,1
ID09986,437,1,276,5.0,1.0,4.2,0.19,0
ID09987,437,1,150,6.0,2.0,4.4,0.1,1
ID09988,437,1,387,1.0,3.0,4.2,0.24,3
ID09989,437,1,327,2.0,3.0,4.6,0.14,3
ID09990,436,1,90,1.0,1.0,3.7,0.3,2
ID09991,436,1,391,1.0,1.0,4.5,0.14,0
ID09992,436,1,103,7.0,2.0,4.2,0.23,2
ID09993,436,1,145,5.0,2.0,3.7,0.3,2
ID09994,436,1,240,4.0,4.0,3.8,0.22,2
ID09995,436,1,195,3.0,2.0,4.1,0.22,2
ID09996,435,1,228,6.0,3.0,4.3,0.14,3
ID09997,435,1,273,7.0,2.0,4.3,0.23,0
ID09998,434,1,218,1.0,2.0,4.2,0.1,1
ID09999,434,1,178,1.0,3.0,4.1,0.22,2
ID10000,434,1,180,1.0,3.0,4.3,0.2,3
ID10001,433,1,64,1.0,2.0,4.4,0.1,1
ID10002,433,1,113,1.0,2.0,3.9,0.3,2
ID10003,433,1,42,1.0,2.0,4.5,0.15,1
ID10004,433,1,443,3.0,1.0,4.5,0.2,0
ID10005,432,1,246,7.0,2.0,4.5,0.13,1
ID10006,432,1,223,8.0,3.0,4.3,0.23,3
ID10007,432,1,304,1.0,3.0,4.6,0.16,3
ID10008,432,1,397,2.0,3.0,4.2,0.24,3
ID10009,432,1,393,1.0,3.0,4.5,0.2,3
ID10010,432,1,136,1.0,3.0,4.3,0.24,2
ID10011,432,1,90,7.0,1.0,4.3,0.14,1
ID10012,432,1,207,7.0,1.0,4.5,0.15,0
ID10013,432,1,164,1.0,1.0,3.8,0.22,2
ID10014,432,1,318,3.0,1.0,4.3,0.25,0
ID10015,432,1,535,9.0,3.0,4.2,0.2,3
ID10016,432,1,63,1.0,1.0,3.8,0.22,2
ID10017,431,1,171,5.0,2.0,3.8,0.22,2
ID10018,431,1,316,1.0,1.0,4.2,0.13,0
ID10019,431,1,79,3.0,2.0,4.3,0.2,1
ID10020,431,1,109,1.0,4.0,4.3,0.24,3
ID10021,431,1,99,6.0,3.0,4.2,0.25,2
ID10022,431,1,42,1.0,2.0,4.2,0.23,2
ID10023,431,1,126,1.0,1.0,4.5,0.13,1
ID10024,431,1,181,15.0,2.0,4.1,0.13,1
ID10025,430,1,283,4.0,2.0,4.4,0.14,0
ID10026,430,1,397,1.0,1.0,4.2,0.24,0
ID10027,430,1,276,5.0,2.0,4.5,0.22,0
ID10028,430,1,37,9.0,1.0,4.1,0.16,1
ID10029,430,1,82,3.0,2.0,4.6,0.1,1
ID10030,430,1,438,5.0,4.0,4.6,0.14,3
ID10031,429,1,298,3.0,1.0,4.4,0.24,0
ID10032,429,1,51,1.0,4.0,4.1,0.22,2
ID10033,429,1,202,3.0,1.0,4.3,0.2,0
ID10034,429,1,193,4.0,1.0,4.3,0.24,0
ID10035,429,1,235,3.0,3.0,4.1,0.13,1
ID10036,429,1,443,4.0,1.0,4.5,0.2,0
ID10037,428,1,456,1.0,2.0,4.6,0.18,0
ID10038,428,1,268,1.0,1.0,3.8,0.25,2
ID10039,428,1,257,2.0,3.0,4.3,0.24,3
ID10040,428,1,213,6.0,4.0,4.3,0.24,3
ID10041,428,1,208,1.0,1.0,3.8,0.25,2
ID10042,428,1,319,8.0,2.0,4.2,0.19,0
ID10043,428,1,476,2.0,1.0,4.6,0.18,0
ID10044,427,1,368,1.0,2.0,4.6,0.17,0
ID10045,427,1,275,1.0,3.0,4.6,0.14,3
ID10046,426,1,276,1.0,3.0,4.2,0.19,3
ID10047,426,1,129,7.0,2.0,4.2,0.11,1
ID10048,426,1,285,1.0,1.0,4.5,0.11,0
ID10049,426,1,387,6.0,4.0,4.2,0.24,3
ID10050,426,1,185,6.0,3.0,4.3,0.24,3
ID10051,426,1,80,2.0,2.0,3.8,0.22,2
ID10052,426,1,278,2.0,4.0,4.4,0.22,3
ID10053,425,1,397,4.0,3.0,4.2,0.24,3
ID10054,424,1,278,4.0,2.0,4.6,0.1,0
ID10055,424,1,387,1.0,3.0,4.2,0.24,3
ID10056,424,1,432,3.0,2.0,4.5,0.17,0
ID10057,424,1,276,1.0,2.0,4.5,0.22,0
ID10058,424,1,182,3.0,2.0,4.3,0.24,2
ID10059,423,1,80,1.0,3.0,3.3,0.28,2
ID10060,422,1,190,3.0,1.0,3.3,0.28,2
ID10061,421,1,101,2.0,4.0,3.8,0.22,2
ID10062,421,1,414,1.0,2.0,4.7,0.25,0
ID10063,420,1,368,7.0,1.0,4.6,0.17,0
ID10064,420,1,67,2.0,1.0,3.3,0.28,2
ID10065,420,1,307,3.0,2.0,4.6,0.14,0
ID10066,420,1,247,1.0,2.0,4.2,0.23,0
ID10067,419,1,137,1.0,4.0,4.3,0.2,3
ID10068,419,1,78,1.0,2.0,4.4,0.13,1
ID10069,419,1,306,1.0,2.0,4.5,0.11,0
ID10070,419,1,324,3.0,3.0,4.6,0.16,3
ID10071,419,1,151,3.0,3.0,4.3,0.2,3
ID10072,418,1,318,1.0,2.0,4.2,0.13,0
ID10073,418,1,110,1.0,2.0,4.2,0.19,1
ID10074,418,1,184,8.0,3.0,4.5,0.15,1
ID10075,418,1,46,7.0,3.0,4.4,0.13,1
ID10076,418,1,164,1.0,4.0,4.3,0.2,3
ID10077,417,1,41,1.0,3.0,4.5,0.15,1
ID10078,417,1,388,1.0,2.0,4.6,0.14,0
ID10079,417,1,70,7.0,4.0,4.1,0.22,2
ID10080,417,1,92,1.0,1.0,4.3,0.2,1
ID10081,417,1,179,3.0,3.0,3.8,0.22,2
ID10082,416,1,412,1.0,1.0,4.5,0.17,0
ID10083,416,1,102,1.0,1.0,4.1,0.16,1
ID10084,416,1,216,1.0,2.0,4.3,0.24,0
ID10085,415,1,326,1.0,2.0,4.4,0.14,0
ID10086,415,1,260,3.0,3.0,4.3,0.14,3
ID10087,415,1,128,4.0,3.0,4.2,0.1,1
ID10088,415,1,70,3.0,1.0,4.3,0.2,1
ID10089,414,1,402,1.0,1.0,4.5,0.2,0
ID10090,414,1,217,1.0,3.0,4.1,0.16,3
ID10091,414,1,129,1.0,3.0,4.2,0.1,1
ID10092,414,1,101,1.0,2.0,4.3,0.24,2
ID10093,414,1,328,3.0,3.0,4.5,0.11,3
ID10094,414,1,119,8.0,4.0,4.2,0.19,3
ID10095,414,1,242,3.0,3.0,4.4,0.22,3
ID10096,414,1,443,9.0,4.0,4.5,0.2,3
ID10097,414,1,103,1.0,1.0,3.8,0.25,2
ID10098,413,1,384,1.0,2.0,4.7,0.25,0
ID10099,413,1,69,1.0,4.0,3.9,0.3,2
ID10100,413,1,167,1.0,4.0,3.8,0.25,2
ID10101,413,1,204,1.0,3.0,3.8,0.25,2
ID10102,413,1,371,1.0,2.0,4.7,0.25,0
ID10103,413,1,334,3.0,2.0,4.4,0.22,0
ID10104,413,1,271,4.0,2.0,4.4,0.13,0
ID10105,413,1,194,1.0,2.0,4.1,0.22,2
ID10106,412,1,42,1.0,4.0,4.2,0.25,2
ID10107,412,1,158,1.0,1.0,3.7,0.3,2
ID10108,411,1,185,1.0,4.0,4.1,0.22,3
ID10109,411,1,106,8.0,2.0,3.8,0.22,2
ID10110,411,1,456,1.0,3.0,4.6,0.18,3
ID10111,411,1,412,7.0,2.0,4.5,0.17,0
ID10112,411,1,65,1.0,1.0,4.1,0.16,1
ID10113,411,1,318,7.0,1.0,4.3,0.25,0
ID10114,411,1,535,1.0,1.0,4.2,0.2,0
ID10115,410,1,318,1.0,1.0,4.3,0.25,0
ID10116,410,1,283,1.0,3.0,4.6,0.16,3
ID10117,410,1,318,9.0,2.0,4.2,0.11,1
ID10118,409,1,223,1.0,3.0,4.2,0.1,1
ID10119,409,1,138,1.0,1.0,4.3,0.24,2
ID10120,409,1,45,7.0,4.0,4.3,0.2,3
ID10121,409,1,456,1.0,1.0,4.6,0.18,0
ID10122,409,1,307,5.0,1.0,4.6,0.14,0
ID10123,409,1,287,1.0,3.0,4.2,0.19,3
ID10124,408,1,246,1.0,1.0,3.8,0.25,2
ID10125,408,1,147,3.0,1.0,4.3,0.24,0
ID10126,408,1,413,7.0,2.0,4.5,0.2,0
ID10127,408,1,36,7.0,2.0,4.1,0.16,1
ID10128,407,1,177,1.0,2.0,4.4,0.13,1
ID10129,407,1,127,3.0,2.0,4.3,0.2,1
ID10130,407,1,158,3.0,3.0,4.2,0.19,3
ID10131,407,1,368,4.0,4.0,4.6,0.17,3
ID10132,407,1,404,4.0,1.0,4.5,0.14,0
ID10133,407,1,121,3.0,1.0,4.4,0.13,1
ID10134,406,1,140,1.0,4.0,3.8,0.22,2
ID10135,406,1,43,3.0,3.0,4.3,0.24,2
ID10136,406,1,391,1.0,2.0,4.5,0.14,0
ID10137,405,1,388,3.0,4.0,4.6,0.17,3
ID10138,404,1,150,7.0,3.0,3.8,0.22,2
ID10139,404,1,397,1.0,3.0,4.2,0.24,3
ID10140,404,1,46,3.0,1.0,3.8,0.22,2
